area_id,number_reception_measured,number_y6_measured,prevalence_overweight_reception,prevalence_overweight_y6,prevalence_obese_reception,prevalence_obese_y6
E05000068,360,308,0.169444444,0.363636364,0.061111111,0.237012987
E05000069,357,281,0.240896359,0.327402135,0.117647059,0.142348754
E05000070,443,379,0.282167043,0.451187335,0.110609481,0.266490765
E05000071,444,363,0.256756757,0.380165289,0.101351351,0.195592287
E05000072,421,315,0.287410926,0.4,0.140142518,0.253968254
E05000073,375,336,0.253333333,0.375,0.114666667,0.229166667
E05000074,368,357,0.236413043,0.378151261,0.108695652,0.229691877
E05000075,590,428,0.311864407,0.436915888,0.133898305,0.299065421
E05000076,345,345,0.249275362,0.431884058,0.104347826,0.249275362
E05000077,465,388,0.305376344,0.417525773,0.133333333,0.224226804
E05000078,280,258,0.2,0.329457364,0.082142857,0.174418605
E05000079,633,457,0.32385466,0.374179431,0.151658768,0.227571116
E05000080,391,418,0.26342711,0.392344498,0.109974425,0.224880383
E05000081,323,229,0.219814241,0.292576419,0.086687307,0.144104803
E05000082,407,432,0.243243243,0.37037037,0.090909091,0.219907407
E05000083,307,212,0.211726384,0.344339623,0.104234528,0.183962264
E05000084,761,550,0.32457293,0.458181818,0.170827858,0.28
E05000085,541,504,0.171903882,0.333333333,0.083179298,0.188492063
E05000086,590,509,0.225423729,0.396856582,0.108474576,0.251473477
E05000087,326,275,0.208588957,0.385454545,0.082822086,0.229090909
E05000088,546,556,0.265567766,0.365107914,0.131868132,0.21942446
E05000089,524,461,0.309160305,0.405639913,0.15648855,0.26681128
E05000090,504,424,0.212301587,0.346698113,0.10515873,0.212264151
E05000091,793,662,0.282471627,0.451661631,0.157629256,0.29305136
E05000092,554,410,0.259927798,0.429268293,0.115523466,0.270731707
E05000093,326,292,0.141104294,0.363013699,0.058282209,0.215753425
E05000094,536,446,0.253731343,0.423766816,0.119402985,0.257847534
E05000095,415,291,0.286746988,0.381443299,0.137349398,0.216494845
E05000096,322,320,0.217391304,0.396875,0.114906832,0.209375
E05000097,525,470,0.213333333,0.393617021,0.12952381,0.238297872
E05000098,352,328,0.21875,0.353658537,0.099431818,0.173780488
E05000099,503,451,0.216699801,0.394678492,0.107355865,0.215077605
E05000100,819,740,0.295482295,0.45,0.16971917,0.264864865
E05000101,578,471,0.188581315,0.428874735,0.105536332,0.259023355
E05000102,518,423,0.235521236,0.390070922,0.131274131,0.271867612
E05000103,507,466,0.252465483,0.429184549,0.112426036,0.266094421
E05000104,546,451,0.179487179,0.352549889,0.091575092,0.203991131
E05000105,527,431,0.299810247,0.419953596,0.149905123,0.266821346
E05000106,383,319,0.195822454,0.263322884,0.07310705,0.12539185
E05000107,351,304,0.225071225,0.296052632,0.07977208,0.141447368
E05000108,550,477,0.265454545,0.320754717,0.105454545,0.178197065
E05000109,531,361,0.148775895,0.288088643,0.058380414,0.132963989
E05000110,498,461,0.158634538,0.299349241,0.042168675,0.112798265
E05000111,399,303,0.172932331,0.247524752,0.060150376,0.155115512
E05000112,659,387,0.210925645,0.304909561,0.071320182,0.165374677
E05000113,373,203,0.211796247,0.236453202,0.077747989,0.133004926
E05000114,660,505,0.237878788,0.38019802,0.090909091,0.221782178
E05000115,702,630,0.212250712,0.33015873,0.084045584,0.182539683
E05000116,418,294,0.253588517,0.370748299,0.09569378,0.238095238
E05000117,158,136,0.208860759,0.286764706,0.113924051,0.154411765
E05000118,430,502,0.137209302,0.28685259,0.044186047,0.151394422
E05000119,528,581,0.172348485,0.278829604,0.073863636,0.120481928
E05000120,480,474,0.191666667,0.286919831,0.070833333,0.151898734
E05000121,434,362,0.244239631,0.392265193,0.110599078,0.226519337
E05000122,513,466,0.247563353,0.358369099,0.091617934,0.19527897
E05000123,613,464,0.265905383,0.422413793,0.104404568,0.252155172
E05000124,462,315,0.181818182,0.234920635,0.060606061,0.095238095
E05000125,542,390,0.243542435,0.297435897,0.092250923,0.148717949
E05000126,307,274,0.123778502,0.244525547,0.039087948,0.116788321
E05000127,484,502,0.190082645,0.272908367,0.068181818,0.119521912
E05000128,193,182,0.238341969,0.351648352,0.10880829,0.186813187
E05000129,92,92,0.206521739,0.413043478,0.119565217,0.282608696
E05000130,207,211,0.246376812,0.312796209,0.115942029,0.165876777
E05000131,278,276,0.197841727,0.322463768,0.089928058,0.202898551
E05000132,229,175,0.205240175,0.348571429,0.034934498,0.205714286
E05000133,139,73,0.129496403,0.219178082,na,na
E05000134,299,304,0.247491639,0.378289474,0.107023411,0.233552632
E05000135,144,77,0.152777778,0.220779221,na,na
E05000136,367,370,0.264305177,0.443243243,0.119891008,0.259459459
E05000137,266,237,0.191729323,0.240506329,0.052631579,0.135021097
E05000138,255,235,0.188235294,0.370212766,0.090196078,0.255319149
E05000139,356,296,0.165730337,0.304054054,0.064606742,0.192567568
E05000140,387,317,0.279069767,0.369085174,0.134366925,0.220820189
E05000141,201,198,0.243781095,0.343434343,0.109452736,0.212121212
E05000142,318,329,0.242138365,0.419452888,0.125786164,0.261398176
E05000143,503,466,0.250497018,0.433476395,0.123260437,0.244635193
E05000144,218,180,0.26146789,0.333333333,0.137614679,0.222222222
E05000145,228,169,0.188596491,0.272189349,0.061403509,0.159763314
E05000146,573,361,0.232111693,0.398891967,0.102966841,0.216066482
E05000147,460,470,0.234782609,0.378723404,0.115217391,0.231914894
E05000148,676,561,0.25147929,0.401069519,0.131656805,0.244206774
E05000149,895,655,0.223463687,0.432061069,0.115083799,0.254961832
E05000150,383,362,0.221932115,0.29558011,0.093994778,0.174033149
E05000151,364,376,0.203296703,0.321808511,0.096153846,0.196808511
E05000152,508,299,0.218503937,0.357859532,0.088582677,0.190635452
E05000153,560,310,0.230357143,0.393548387,0.101785714,0.248387097
E05000154,626,570,0.277955272,0.415789474,0.138977636,0.245614035
E05000155,385,342,0.212987013,0.339181287,0.106493506,0.178362573
E05000156,493,415,0.152129817,0.296385542,0.044624746,0.146987952
E05000157,478,406,0.288702929,0.4408867,0.112970711,0.278325123
E05000158,517,468,0.234042553,0.356837607,0.112185687,0.235042735
E05000159,394,362,0.185279188,0.320441989,0.081218274,0.168508287
E05000160,350,367,0.2,0.245231608,0.077142857,0.125340599
E05000161,848,604,0.283018868,0.428807947,0.146226415,0.26986755
E05000162,228,253,0.201754386,0.268774704,0.087719298,0.154150198
E05000163,482,425,0.242738589,0.374117647,0.091286307,0.2
E05000164,661,444,0.26172466,0.391891892,0.116490166,0.234234234
E05000165,731,604,0.284541724,0.417218543,0.138166895,0.266556291
E05000166,563,439,0.239786856,0.391799544,0.104795737,0.23690205
E05000167,637,507,0.227629513,0.380670611,0.111459969,0.199211045
E05000168,754,625,0.24270557,0.4528,0.125994695,0.248
E05000169,734,614,0.246594005,0.395765472,0.115803815,0.236156352
E05000170,494,391,0.222672065,0.350383632,0.111336032,0.194373402
E05000171,551,452,0.215970962,0.325221239,0.099818512,0.192477876
E05000172,584,543,0.241438356,0.418047882,0.140410959,0.23388582
E05000173,241,186,0.178423237,0.306451613,0.062240664,0.150537634
E05000174,273,210,0.227106227,0.342857143,0.098901099,0.20952381
E05000175,593,479,0.252951096,0.413361169,0.111298482,0.260960334
E05000176,638,421,0.231974922,0.351543943,0.109717868,0.225653207
E05000177,875,639,0.289142857,0.411580595,0.137142857,0.236306729
E05000178,640,485,0.1796875,0.428865979,0.090625,0.245360825
E05000179,408,288,0.191176471,0.3125,0.071078431,0.184027778
E05000180,594,517,0.235690236,0.33655706,0.114478114,0.185686654
E05000181,557,517,0.251346499,0.402321083,0.129263914,0.235976789
E05000182,601,320,0.144758735,0.253125,0.053244592,0.13125
E05000183,566,500,0.192579505,0.382,0.088339223,0.248
E05000184,721,563,0.249653259,0.390763766,0.120665742,0.248667851
E05000185,743,589,0.263795424,0.407470289,0.141318977,0.21901528
E05000186,494,489,0.228744939,0.3599182,0.123481781,0.231083845
E05000187,623,499,0.240770465,0.386773547,0.115569823,0.244488978
E05000188,524,394,0.259541985,0.416243655,0.116412214,0.269035533
E05000189,614,546,0.252442997,0.39010989,0.148208469,0.232600733
E05000190,743,584,0.239569314,0.375,0.142664872,0.246575342
E05000191,270,178,0.17037037,0.297752809,0.074074074,0.179775281
E05000192,422,297,0.156398104,0.316498316,0.078199052,0.185185185
E05000193,450,350,0.217777778,0.331428571,0.093333333,0.211428571
E05000194,415,362,0.221686747,0.389502762,0.108433735,0.223756906
E05000195,551,450,0.294010889,0.411111111,0.119782214,0.244444444
E05000196,379,315,0.229551451,0.365079365,0.089709763,0.206349206
E05000197,856,768,0.317757009,0.458333333,0.176401869,0.30078125
E05000198,728,662,0.304945055,0.419939577,0.141483516,0.270392749
E05000199,810,712,0.311111111,0.429775281,0.162962963,0.266853933
E05000200,361,273,0.199445983,0.26007326,0.085872576,0.117216117
E05000201,724,642,0.291436464,0.425233645,0.145027624,0.269470405
E05000202,358,350,0.229050279,0.342857143,0.089385475,0.194285714
E05000203,617,621,0.256077796,0.40257649,0.128038898,0.2431562
E05000204,856,754,0.294392523,0.450928382,0.132009346,0.275862069
E05000205,508,408,0.228346457,0.370098039,0.11023622,0.225490196
E05000206,741,568,0.304993252,0.452464789,0.16734143,0.295774648
E05000207,666,538,0.267267267,0.360594796,0.12012012,0.213754647
E05000208,546,446,0.208791209,0.320627803,0.095238095,0.174887892
E05000209,444,367,0.207207207,0.356948229,0.096846847,0.217983651
E05000210,556,412,0.237410072,0.354368932,0.107913669,0.20631068
E05000211,461,466,0.277657267,0.424892704,0.134490239,0.25751073
E05000212,828,641,0.287439614,0.449297972,0.147342995,0.301092044
E05000213,422,274,0.168246445,0.364963504,0.066350711,0.193430657
E05000214,890,650,0.315730337,0.427692308,0.166292135,0.287692308
E05000215,264,178,0.204545455,0.325842697,0.068181818,0.219101124
E05000216,615,420,0.260162602,0.423809524,0.128455285,0.264285714
E05000217,389,366,0.254498715,0.396174863,0.105398458,0.218579235
E05000218,413,355,0.215496368,0.307042254,0.06779661,0.16056338
E05000219,354,272,0.259887006,0.400735294,0.121468927,0.242647059
E05000220,455,377,0.257142857,0.358090186,0.138461538,0.24403183
E05000221,829,559,0.291917973,0.398926655,0.141133896,0.24686941
E05000222,451,345,0.250554324,0.394202899,0.110864745,0.252173913
E05000223,537,427,0.247672253,0.405152225,0.109869646,0.241217799
E05000224,511,428,0.252446184,0.397196262,0.115459883,0.25
E05000225,483,315,0.17184265,0.33968254,0.070393375,0.203174603
E05000226,714,593,0.282913165,0.399662732,0.141456583,0.252951096
E05000227,516,397,0.251937984,0.367758186,0.127906977,0.226700252
E05000228,1347,827,0.346696362,0.455864571,0.168522643,0.288996372
E05000229,886,644,0.299097065,0.413043478,0.139954853,0.26552795
E05000230,804,609,0.281094527,0.412151067,0.154228856,0.24137931
E05000250,235,151,0.221276596,0.38410596,0.063829787,0.238410596
E05000251,377,305,0.206896552,0.386885246,0.095490716,0.216393443
E05000252,190,154,0.242105263,0.441558442,0.110526316,0.253246753
E05000253,328,293,0.259146341,0.354948805,0.12804878,0.218430034
E05000254,205,180,0.204878049,0.394444444,0.082926829,0.2
E05000255,198,180,0.272727273,0.383333333,0.121212121,0.211111111
E05000256,275,274,0.210909091,0.390510949,0.087272727,0.229927007
E05000257,146,118,0.260273973,0.322033898,0.102739726,0.194915254
E05000258,224,177,0.254464286,0.451977401,0.080357143,0.259887006
E05000259,121,71,0.214876033,0.23943662,0.090909091,0.126760563
E05000260,110,77,0.190909091,0.493506494,0.090909091,0.233766234
E05000261,300,206,0.186666667,0.233009709,0.076666667,0.131067961
E05000262,337,273,0.317507418,0.43956044,0.145400593,0.274725275
E05000263,318,260,0.232704403,0.423076923,0.106918239,0.280769231
E05000264,160,152,0.29375,0.368421053,0.125,0.243421053
E05000265,506,436,0.21541502,0.424311927,0.104743083,0.282110092
E05000266,418,355,0.153110048,0.216901408,0.045454545,0.098591549
E05000267,405,351,0.232098765,0.384615385,0.10617284,0.227920228
E05000268,575,454,0.262608696,0.425110132,0.147826087,0.264317181
E05000269,340,207,0.123529412,0.198067633,0.023529412,0.115942029
E05000270,480,422,0.125,0.206161137,0.045833333,0.092417062
E05000271,372,239,0.190860215,0.389121339,0.077956989,0.259414226
E05000272,211,141,0.142180095,0.319148936,0.037914692,0.14893617
E05000273,378,331,0.185185185,0.317220544,0.082010582,0.172205438
E05000274,257,244,0.116731518,0.233606557,0.027237354,0.102459016
E05000275,402,326,0.253731343,0.478527607,0.141791045,0.312883436
E05000276,675,564,0.29037037,0.446808511,0.171851852,0.304964539
E05000277,434,337,0.235023041,0.439169139,0.110599078,0.275964392
E05000278,438,392,0.232876712,0.443877551,0.107305936,0.285714286
E05000279,291,221,0.154639175,0.34841629,0.058419244,0.180995475
E05000280,504,393,0.285714286,0.442748092,0.138888889,0.284987277
E05000281,699,607,0.290414878,0.448105437,0.164520744,0.28830313
E05000282,412,380,0.247572816,0.434210526,0.138349515,0.265789474
E05000283,495,553,0.303030303,0.452079566,0.161616162,0.269439421
E05000284,466,349,0.270386266,0.406876791,0.120171674,0.23495702
E05000285,367,365,0.163487738,0.326027397,0.070844687,0.15890411
E05000286,305,265,0.272131148,0.339622642,0.131147541,0.2
E05000287,467,311,0.229122056,0.398713826,0.113490364,0.205787781
E05000288,402,224,0.201492537,0.348214286,0.109452736,0.205357143
E05000289,347,243,0.216138329,0.345679012,0.097982709,0.230452675
E05000290,355,322,0.236619718,0.360248447,0.126760563,0.204968944
E05000291,266,220,0.184210526,0.340909091,0.067669173,0.222727273
E05000292,252,265,0.134920635,0.309433962,0.047619048,0.169811321
E05000293,335,269,0.194029851,0.31598513,0.080597015,0.200743494
E05000294,370,354,0.259459459,0.412429379,0.116216216,0.223163842
E05000295,327,271,0.214067278,0.365313653,0.103975535,0.217712177
E05000296,476,372,0.228991597,0.397849462,0.109243697,0.241935484
E05000297,202,211,0.232673267,0.27014218,0.103960396,0.127962085
E05000298,408,263,0.191176471,0.319391635,0.06372549,0.152091255
E05000299,400,362,0.2275,0.361878453,0.105,0.237569061
E05000300,415,352,0.161445783,0.329545455,0.060240964,0.178977273
E05000301,528,462,0.202651515,0.359307359,0.09469697,0.227272727
E05000302,413,367,0.227602906,0.359673025,0.0968523,0.223433243
E05000303,257,246,0.20233463,0.325203252,0.093385214,0.158536585
E05000304,465,365,0.240860215,0.421917808,0.11827957,0.232876712
E05000305,288,281,0.152777778,0.355871886,0.072916667,0.206405694
E05000306,612,438,0.220588235,0.344748858,0.080065359,0.219178082
E05000307,343,399,0.209912536,0.335839599,0.090379009,0.19047619
E05000308,392,393,0.25255102,0.399491094,0.109693878,0.234096692
E05000309,286,291,0.223776224,0.340206186,0.104895105,0.195876289
E05000310,651,544,0.279569892,0.358455882,0.142857143,0.21875
E05000311,338,293,0.230769231,0.33447099,0.121301775,0.167235495
E05000312,415,345,0.226506024,0.356521739,0.077108434,0.171014493
E05000313,535,442,0.231775701,0.364253394,0.097196262,0.221719457
E05000314,514,443,0.29766537,0.404063205,0.128404669,0.248306998
E05000315,385,387,0.174025974,0.312661499,0.038961039,0.167958656
E05000316,498,372,0.240963855,0.327956989,0.106425703,0.217741935
E05000317,390,371,0.217948718,0.293800539,0.097435897,0.115902965
E05000318,457,388,0.256017505,0.412371134,0.135667396,0.239690722
E05000319,569,395,0.195079086,0.35443038,0.101933216,0.210126582
E05000320,381,384,0.223097113,0.325520833,0.115485564,0.184895833
E05000321,522,463,0.264367816,0.38012959,0.11302682,0.231101512
E05000322,441,352,0.235827664,0.372159091,0.10430839,0.227272727
E05000323,370,385,0.164864865,0.262337662,0.067567568,0.135064935
E05000324,681,542,0.226138032,0.415129151,0.114537445,0.271217712
E05000325,826,601,0.198547215,0.394342762,0.098062954,0.226289517
E05000326,426,346,0.197183099,0.297687861,0.103286385,0.179190751
E05000327,376,396,0.212765957,0.313131313,0.063829787,0.166666667
E05000328,573,515,0.209424084,0.386407767,0.113438045,0.20776699
E05000329,405,339,0.177777778,0.235988201,0.059259259,0.120943953
E05000330,289,200,0.280276817,0.295,0.100346021,0.185
E05000331,532,345,0.234962406,0.414492754,0.127819549,0.231884058
E05000332,566,495,0.201413428,0.339393939,0.090106007,0.195959596
E05000333,316,294,0.158227848,0.272108844,0.069620253,0.132653061
E05000334,396,377,0.22979798,0.270557029,0.093434343,0.148541114
E05000335,221,166,0.153846154,0.277108434,0.040723982,0.138554217
E05000336,360,281,0.202777778,0.341637011,0.083333333,0.206405694
E05000337,769,647,0.202860858,0.374034003,0.097529259,0.231839258
E05000338,473,367,0.209302326,0.313351499,0.093023256,0.19346049
E05000339,772,552,0.199481865,0.376811594,0.10880829,0.230072464
E05000340,392,343,0.196428571,0.29154519,0.073979592,0.145772595
E05000341,383,282,0.274151436,0.354609929,0.122715405,0.209219858
E05000342,700,476,0.237142857,0.401260504,0.1,0.226890756
E05000343,391,276,0.176470588,0.25,0.058823529,0.126811594
E05000344,779,498,0.220795892,0.395582329,0.103979461,0.236947791
E05000345,617,469,0.241491086,0.385927505,0.110210697,0.245202559
E05000346,591,400,0.230118443,0.4075,0.116751269,0.2825
E05000347,522,350,0.239463602,0.385714286,0.126436782,0.225714286
E05000348,252,195,0.166666667,0.266666667,0.067460317,0.169230769
E05000349,289,210,0.173010381,0.280952381,0.065743945,0.133333333
E05000350,574,429,0.24912892,0.412587413,0.1271777,0.265734266
E05000351,466,374,0.229613734,0.393048128,0.126609442,0.259358289
E05000352,768,537,0.274739583,0.409683426,0.14453125,0.242085661
E05000353,551,446,0.261343013,0.426008969,0.130671506,0.271300448
E05000354,472,335,0.279661017,0.420895522,0.139830508,0.256716418
E05000355,490,435,0.204081633,0.409195402,0.134693878,0.294252874
E05000356,484,386,0.185950413,0.365284974,0.105371901,0.227979275
E05000357,590,509,0.196610169,0.41453831,0.089830508,0.245579568
E05000358,668,383,0.25,0.412532637,0.118263473,0.221932115
E05000359,669,562,0.210762332,0.400355872,0.107623318,0.247330961
E05000360,399,338,0.200501253,0.334319527,0.09273183,0.165680473
E05000361,534,380,0.189138577,0.426315789,0.106741573,0.273684211
E05000362,514,391,0.229571984,0.378516624,0.107003891,0.207161125
E05000363,466,291,0.180257511,0.326460481,0.083690987,0.158075601
E05000364,546,373,0.210622711,0.404825737,0.097069597,0.235924933
E05000365,287,153,0.170731707,0.248366013,0.073170732,0.156862745
E05000366,253,192,0.256916996,0.416666667,0.098814229,0.234375
E05000367,370,288,0.248648649,0.402777778,0.124324324,0.229166667
E05000368,330,297,0.266666667,0.373737374,0.13030303,0.218855219
E05000369,297,269,0.202020202,0.416356877,0.090909091,0.226765799
E05000370,217,169,0.285714286,0.337278107,0.129032258,0.224852071
E05000371,459,335,0.254901961,0.465671642,0.117647059,0.271641791
E05000372,301,217,0.225913621,0.285714286,0.063122924,0.156682028
E05000373,429,317,0.256410256,0.318611987,0.114219114,0.176656151
E05000374,365,301,0.21369863,0.362126246,0.076712329,0.196013289
E05000375,321,337,0.258566978,0.43620178,0.137071651,0.287833828
E05000376,280,260,0.196428571,0.280769231,0.085714286,0.157692308
E05000377,332,324,0.265060241,0.407407407,0.138554217,0.24382716
E05000378,368,266,0.190217391,0.360902256,0.086956522,0.221804511
E05000379,254,188,0.192913386,0.313829787,0.114173228,0.218085106
E05000380,286,210,0.234265734,0.385714286,0.090909091,0.228571429
E05000381,405,290,0.217283951,0.355172414,0.091358025,0.24137931
E05000400,369,321,0.165311653,0.317757009,0.075880759,0.205607477
E05000401,305,198,0.147540984,0.232323232,0.045901639,0.085858586
E05000402,368,329,0.173913043,0.258358663,0.065217391,0.130699088
E05000403,598,365,0.127090301,0.235616438,0.038461538,0.120547945
E05000404,316,294,0.205696203,0.353741497,0.098101266,0.238095238
E05000405,421,321,0.171021378,0.358255452,0.080760095,0.246105919
E05000406,247,201,0.145748988,0.388059701,0.048582996,0.213930348
E05000407,347,300,0.135446686,0.24,0.051873199,0.126666667
E05000408,252,164,0.198412698,0.280487805,0.05952381,0.18902439
E05000409,415,286,0.253012048,0.311188811,0.113253012,0.195804196
E05000410,298,293,0.16442953,0.313993174,0.067114094,0.163822526
E05000411,255,270,0.176470588,0.303703704,0.058823529,0.148148148
E05000412,206,103,0.150485437,0.223300971,0.029126214,0.087378641
E05000413,334,193,0.152694611,0.243523316,0.041916168,0.098445596
E05000414,390,303,0.158974359,0.323432343,0.048717949,0.151815182
E05000415,418,327,0.124401914,0.22324159,0.033492823,0.116207951
E05000416,205,153,0.253658537,0.392156863,0.156097561,0.222222222
E05000417,424,341,0.20990566,0.35483871,0.099056604,0.202346041
E05000418,204,173,0.210784314,0.387283237,0.12745098,0.202312139
E05000419,291,229,0.233676976,0.384279476,0.120274914,0.244541485
E05000420,619,571,0.276252019,0.420315236,0.129240711,0.243432574
E05000421,322,276,0.273291925,0.442028986,0.152173913,0.326086957
E05000422,504,397,0.234126984,0.44836272,0.132936508,0.274559194
E05000423,423,348,0.238770686,0.33908046,0.09929078,0.195402299
E05000424,551,450,0.199637024,0.333333333,0.090744102,0.213333333
E05000425,482,399,0.27593361,0.438596491,0.107883817,0.285714286
E05000426,314,337,0.210191083,0.43620178,0.098726115,0.252225519
E05000427,399,318,0.235588972,0.411949686,0.100250627,0.238993711
E05000428,387,263,0.206718346,0.403041825,0.087855297,0.209125475
E05000429,459,448,0.281045752,0.424107143,0.150326797,0.256696429
E05000430,409,321,0.227383863,0.358255452,0.13202934,0.208722741
E05000431,473,419,0.192389006,0.420047733,0.095137421,0.238663484
E05000432,438,339,0.226027397,0.336283186,0.095890411,0.209439528
E05000433,462,365,0.20995671,0.405479452,0.097402597,0.265753425
E05000434,428,286,0.205607477,0.381118881,0.088785047,0.181818182
E05000435,552,513,0.286231884,0.417153996,0.135869565,0.270955166
E05000436,403,357,0.272952854,0.434173669,0.153846154,0.277310924
E05000437,664,497,0.25,0.45472837,0.118975904,0.281690141
E05000438,386,266,0.227979275,0.34962406,0.095854922,0.22556391
E05000439,511,403,0.236790607,0.397022333,0.097847358,0.248138958
E05000440,545,434,0.216513761,0.357142857,0.104587156,0.235023041
E05000441,601,352,0.201331115,0.349431818,0.068219634,0.196022727
E05000442,679,595,0.291605302,0.405042017,0.122238586,0.267226891
E05000443,710,570,0.291549296,0.438596491,0.133802817,0.270175439
E05000444,609,404,0.231527094,0.393564356,0.090311987,0.22029703
E05000445,538,442,0.258364312,0.359728507,0.105947955,0.242081448
E05000446,413,298,0.200968523,0.399328859,0.072639225,0.268456376
E05000447,523,351,0.193116635,0.319088319,0.086042065,0.188034188
E05000448,610,388,0.257377049,0.456185567,0.119672131,0.25257732
E05000449,596,455,0.288590604,0.435164835,0.156040268,0.274725275
E05000450,611,438,0.22913257,0.363013699,0.096563011,0.239726027
E05000451,635,389,0.274015748,0.334190231,0.137007874,0.200514139
E05000452,576,451,0.272569444,0.414634146,0.105902778,0.274944568
E05000453,556,423,0.241007194,0.418439716,0.113309353,0.234042553
E05000454,644,619,0.26863354,0.413570275,0.125776398,0.248788368
E05000455,318,217,0.163522013,0.299539171,0.040880503,0.147465438
E05000456,276,250,0.166666667,0.372,0.061594203,0.22
E05000457,315,197,0.2,0.355329949,0.104761905,0.172588832
E05000458,556,379,0.242805755,0.393139842,0.118705036,0.240105541
E05000459,300,151,0.146666667,0.218543046,na,0.119205298
E05000460,497,382,0.253521127,0.403141361,0.134808853,0.269633508
E05000461,340,243,0.232352941,0.423868313,0.123529412,0.271604938
E05000462,138,55,0.108695652,0.2,0.050724638,na
E05000463,416,314,0.237980769,0.417197452,0.127403846,0.25477707
E05000464,376,349,0.25,0.372492837,0.146276596,0.23495702
E05000465,323,270,0.229102167,0.333333333,0.092879257,0.181481481
E05000466,318,253,0.13836478,0.292490119,0.047169811,0.114624506
E05000467,470,416,0.24893617,0.427884615,0.108510638,0.262019231
E05000468,387,318,0.281653747,0.402515723,0.124031008,0.242138365
E05000469,304,186,0.111842105,0.220430108,0.019736842,0.11827957
E05000470,411,395,0.274939173,0.362025316,0.119221411,0.217721519
E05000471,326,140,0.180981595,0.335714286,0.064417178,0.171428571
E05000472,67,53,0.149253731,0.226415094,na,na
E05000473,366,300,0.169398907,0.33,0.054644809,0.18
E05000474,379,218,0.192612137,0.266055046,0.042216359,0.133027523
E05000475,683,472,0.251830161,0.372881356,0.130307467,0.213983051
E05000476,667,540,0.221889055,0.431481481,0.130434783,0.290740741
E05000477,662,555,0.296072508,0.437837838,0.149546828,0.295495495
E05000478,593,536,0.283305228,0.425373134,0.143338954,0.277985075
E05000479,625,509,0.272,0.432220039,0.1216,0.265225933
E05000480,748,685,0.223262032,0.417518248,0.13368984,0.261313869
E05000481,569,462,0.189806678,0.380952381,0.107205624,0.248917749
E05000482,853,663,0.196951934,0.39668175,0.104337632,0.26546003
E05000483,605,473,0.304132231,0.386892178,0.161983471,0.243128964
E05000484,605,444,0.19338843,0.418918919,0.107438017,0.277027027
E05000485,650,519,0.193846154,0.402697495,0.095384615,0.258188825
